"model"	"sno"	"Year"	"Title"	"clean Title + Ontology Terms"	"uniq_project_title"	"ProjectID3"	"uniqProjectID"	"multischool_project"	"ProjectApproach"	"OnotologyTerms"	"Field"	"AppliedTo"	"AppliedValue"	"ProjectField"	"Cancer"	"AI_ML"	"InfectiousDiseases_Covid"	"Water"	"energy"	"medical"	"pollution"	"Category"	"SchoolName"	"school_id"	"school_region"	"zip"	"gender"	"grade"	"award"	"awardvalue"	"Ethnicity"	"Race"	"PerfBySchoolByYr"	"RacePercBySchoolAllYears"	"TotalStudentParticipatedAllYears"	"StudentsByYearBySchool"	"AllGender"	"AllGrade"	"AllEthnicity"	"GenderComp"	"AvgGrade"	"EthnicityComp"	"team_size"	"award_value"	"Total_awardValue"	"TotalProjectFromSchoolAllYears"	"NumberOfYearsParticipated"	"2019Score"	"2019SchoolRank"	"2018Rank"	"isCharter"	"isTitle1"	"NumStudents"	"NumTeachers"	"SpendingPerPupil"	"White%"	"Black%"	"Hispanic%"	"Asian%"	"American_Indian%"	"Pacific_Islander%"	"Two_or_more_races%"	"WhitePercInMSEF"	"BlackPercInMSEF"	"HispanicPercInMSEF"	"AsianPercInMSEF"	"SchoolDiversity"	"MSEFDiversity"	"DeviationEthnicityRep"	"clustord"	"x"	"y"	"cluster"
"x104"	104	2014	"Biofuel: Boom or Bust"	"bio fuel boom or bust energy environment energy environment"	1	342	1	NA	"a"	"energy"	"environment"	"energy"	6	"environment"	0	0	0	NA	NA	NA	NA	"Biochemistry"	"Somerville High School"	133	"Northeastern Massachusetts Region IV Science Fair"	"x02143"	"M"	"11th"	"Third"	0.333333333333333	"Other"	NA	1.16666666666667	NA	71	15	"M_M"	"11_12"	"African_Other"	"AllM"	11.5	"2"	2	3	10.35	71	8	45.4	224	243	"N"	"N"	1251	120	20459	0.325	0.126	0.456	0.072	0.001	0.001	0.018	0.52112676056338	0.0704225352112676	0.0422535211267606	0.169014084507042	-0.54718040590716	-0.417209483776027	0.222152442174172	1129	16.9485268700298	19.2623271554945	"4"
"x1040"	1040	2016	"The Effect of Bio film Composition on the Growth of Planarian"	"the effect of bio film composition on the growth of planarian ,microbiology,organism, slug microbiology cellbio biology"	1	1763	1	NA	"a"	",microbiology,organism, slug"	"microbiology"	"cellbio"	1	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Somerset Berkley Regional High School"	132	"Rensselaer - BCC Region III Science Fair"	"x02726"	"F"	"10th"	"noAward"	0	"Caucasian"	"White"	0	0.777777777777778	18	2	"F"	"10"	"Caucasian"	"AllF"	10	"AllWhite"	1	20	0.9	18	3	65.9	135	191	"N"	"Y"	1037	80	15005	0.925	0.011	0.037	0.014	0.001	0.003	0.011	0.777777777777778	0	0.0555555555555556	0.0555555555555556	-0.163907638088781	-0.22436486567542	0.0238665555555556	1492	-2.70659001686304	1.21960542184834	"3"
"x1041"	1041	2016	"The Effect of Disinfectants on Bacteria"	"the effect of disinfectants on bacteria infectious,organism,microbiology, bacteria biochem microbiology biology"	1	633	1	NA	"a"	"infectious,organism,microbiology, bacteria"	"biochem"	"microbiology"	3	"biology"	0	0	1	NA	NA	NA	NA	"Biology"	"Taunton High School"	149	"Rensselaer - BCC Region III Science Fair"	"x02780"	"F"	"10th"	"noAward"	0	"Caucasian"	"White"	0.125	0.565789473684211	76	10	"F"	"10"	"Caucasian"	"AllF"	10	"AllWhite"	1	20	8.64166666666667	76	8	28.3	273	275	"N"	"N"	2624	157	13871	0.627	0.175	0.136	0.019	0.002	0.002	0.039	0.565789473684211	0.0263157894736842	0.0263157894736842	0.197368421052632	-0.475868343765897	-0.362181713986786	0.0696996426592798	1497	-14.5959195504946	-17.2492596982072	"3"
"x1042"	1042	2016	"The Effect of FMT on the Microbiome of IBD Patients"	"the effect of fmt on the microbiome of ibd patients disease,immune, medical,organism, human, mammal, medical biochem medical biology"	1	1790	1	NA	"a"	"disease,immune, medical,organism, human, mammal, medical"	"biochem"	"medical"	6	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"St. Peter-Marian Jr. Sr. CCHS"	141	"Worcester Region II Science and Engineering Fair"	"x01605"	"M"	"12th"	"noAward"	0	"SouthAsian"	"Asian"	0	0.75	4	2	"F_M"	"11_12"	"Asian_SouthAsian"	"Mix"	11.5	"2"	2	20	0.65	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	0	0	0.75	NA	-0.244219050288216	NA	1927	-31.2863959345748	-4.46853804234823	"7"
"x1044"	1044	2016	"The Effect of pH on Bacterial Growth in Pickles"	"the effect of ph on bacterial growth in pickles chemistry,nutrition, food,organism,microbiology, bacteria biochem microbiology biology"	1	1831	1	NA	"a"	"chemistry,nutrition, food,organism,microbiology, bacteria"	"biochem"	"microbiology"	2	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Somerville High School"	133	"Northeastern Massachusetts Region IV Science Fair"	"x02143"	"F"	"9th"	"noAward"	0	"Caucasian"	"White"	0	0.52112676056338	71	14	"F"	"9"	"Caucasian"	"AllF"	9	"AllWhite"	1	20	10.35	71	8	45.4	224	243	"N"	"N"	1251	120	20459	0.325	0.126	0.456	0.072	0.001	0.001	0.018	0.52112676056338	0.0704225352112676	0.0422535211267606	0.169014084507042	-0.54718040590716	-0.417209483776027	0.222152442174172	1628	-9.14748966299626	-63.3247273930138	"3"
"x1045"	1045	2016	"The Effect of Sodium Nitrate on Grass Shrimp Heart Rate and Mortality"	"the effect of sodium nitrate on grass shrimp heart rate and mortality chemical,chemical, inorganic,organ,cardiovascular,organism, plant,organism,marine, artemia, a.salina chemistry ecology environment"	1	1846	1	NA	"a"	"chemical,chemical, inorganic,organ,cardiovascular,organism, plant,organism,marine, artemia, a.salina"	"chemistry"	"ecology"	2	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Falmouth Academy"	53	"South Shore Region V Science Fair"	"x02540"	"F"	"11th"	"noAward"	0	"Caucasian"	"White"	3.29166666666667	0.690721649484536	97	14	"F"	"11"	"Caucasian"	"AllF"	11	"AllWhite"	1	20	27.6333333333333	97	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.690721649484536	0	0	0.134020618556701	NA	-0.227973849282014	NA	36	94.9376650753362	-170.944431038394	"1"
"x1046"	1046	2016	"The Effect of the Sugar on the Rate Mealworms Biodegrade Polystyrene"	"the effect of the sugar on the rate mealworms bio degrade polystyrene chemical,chemical,sugar,degrade,organism,insect chemistry environment environment"	1	1865	1	NA	"a"	"chemical,chemical,sugar,degrade,organism,insect"	"chemistry"	"environment"	3	"environment"	0	0	0	NA	NA	NA	NA	"Biology"	"Somerville High School"	133	"Northeastern Massachusetts Region IV Science Fair"	"x02143"	"M"	"9th"	"noAward"	0	"Caucasian"	"White"	0	0.52112676056338	71	14	"M"	"9"	"Caucasian"	"AllM"	9	"AllWhite"	1	20	10.35	71	8	45.4	224	243	"N"	"N"	1251	120	20459	0.325	0.126	0.456	0.072	0.001	0.001	0.018	0.52112676056338	0.0704225352112676	0.0422535211267606	0.169014084507042	-0.54718040590716	-0.417209483776027	0.222152442174172	1661	47.5139425794358	-90.4660314278633	"3"
"x1047"	1047	2016	"The Effect of Ultraviolet Light on the Chemistry of Gatorade"	"the effect of ultraviolet light on the chemistry of gatorade chemical,chemical,nutrition biochem nutrition biology"	1	1870	1	NA	"a"	"chemical,chemical,nutrition"	"biochem"	"nutrition"	1	"biology"	0	0	0	NA	NA	NA	NA	"Chemistry"	"Foxborough Regional Charter School"	56	"Rensselaer - BCC Region III Science Fair"	"x02035"	"M"	"11th"	"noAward"	0	"SouthAsian"	"Asian"	0.125	0.3	30	7	"M"	"11"	"SouthAsian"	"AllM"	11	"AllSouthAsian"	1	20	2.08333333333333	30	8	65.7	138	142	"Y"	"Y"	1630	130	0	0.328	0.467	0.048	0.098	0.003	0.002	0.053	0.4	0.133333333333333	0.0333333333333333	0.3	-0.555962616381974	-0.481951837329132	0.157536555555556	351	8.90680146539702	-47.9764244415844	"2"
"x1048"	1048	2016	"The Effects of Microbes on Amylose Digestion"	"the effects of microbes on amylose digestion chemical,sugar,food, nutrition biochem microbiology biology"	1	1919	1	NA	"a"	"chemical,sugar,food, nutrition"	"biochem"	"microbiology"	3	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Acton-Boxborough Regional High School"	2	"Northeastern Massachusetts Region IV Science Fair"	"x01720"	"F"	"11th"	"noAward"	0	"Other"	NA	0.625	NA	45	5	"F"	"11"	"Other"	"AllF"	11	"X"	1	20	8.275	45	8	91.4	4	12	"N"	"N"	1837	125	14825	0.568	0.02	0.038	0.325	0.002	0	0.047	0.111111111111111	0	0.0222222222222222	0.555555555555556	-0.453925017098982	-0.284583059745658	0.262552259259259	1624	-4.22536488370988	-36.3168296758082	"3"
"x1049"	1049	2016	"The Effects of pH on the Regeneration of Planaria"	"the effects of ph on the regeneration of planaria chemistry,organism, slug biochem cellbio biology"	1	1934	1	NA	"a"	"chemistry,organism, slug"	"biochem"	"cellbio"	1	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Falmouth Academy"	53	"South Shore Region V Science Fair"	"x02540"	"F"	"11th"	"noAward"	0	"Caucasian"	"White"	3.29166666666667	0.690721649484536	97	14	"F"	"11"	"Caucasian"	"AllF"	11	"AllWhite"	1	20	27.6333333333333	97	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.690721649484536	0	0	0.134020618556701	NA	-0.227973849282014	NA	1399	-2.92252285470451	-27.2565824630682	"3"
"x1050"	1050	2016	"The Effects of Plumbago zeylanica on Copper and Aluminum"	"the effects of plumbago zeylanica on copper and aluminum chemical,metal,chemical,metal, inorganic,plant, organism,plant, organism chemistry Chemistry"	1	1935	1	NA	"a"	"chemical,metal,chemical,metal, inorganic,plant, organism,plant, organism"	"chemistry"	NA	4	"Chemistry"	0	0	0	NA	NA	NA	NA	"Chemistry"	"Hudson High School"	68	"Worcester Region II Science and Engineering Fair"	"x01749"	"F"	"10th"	"noAward"	0	"Caucasian"	"White"	0	0.8	15	3	"F"	"10"	"Caucasian"	"AllF"	10	"AllWhite"	1	20	1.88333333333333	15	5	63.5	145	139	"N"	"N"	894	82	17459	0.848	0.023	0.095	0.013	0.001	0.001	0.018	0.8	0	0	0	-0.257440665883613	-0.0775280104064451	0.012027	474	28.8067860131542	-57.7210254655721	"2"
"x1051"	1051	2016	"The Effects of Radiation on Daphnia"	"the effects of radiation on daphnia organism,microbiology, crustacean biophysics biology"	1	1936	1	NA	"a"	"organism,microbiology, crustacean"	"biophysics"	NA	1	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Bishop Feehan High School"	17	"Rensselaer - BCC Region III Science Fair"	"x02703"	"F"	"9th"	"noAward"	0	"Caucasian"	"White"	2.33333333333333	0.657534246575342	73	10	"F"	"9"	"Caucasian"	"AllF"	9	"AllWhite"	1	20	11.8333333333334	73	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.657534246575342	0.0136986301369863	0.0684931506849315	0.123287671232877	NA	-0.337078468314062	NA	1534	0.513975841245304	1.80217794235839	"3"
"x1052"	1052	2016	"The Effects of Temperature on the Velocity of an Enzymatic Reaction"	"the effects of temperature on the velocity of an enzymatic reaction chemical, protein biochem biochem biology"	1	1946	1	NA	"a"	"chemical, protein"	"biochem"	"biochem"	2	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Joseph Case High School"	71	"Rensselaer - BCC Region III Science Fair"	"x02777"	"F"	"11th"	"noAward"	0	"Caucasian"	"White"	0	0.777777777777778	9	2	"F"	"11"	"Caucasian"	"AllF"	11	"AllWhite"	1	20	0.525	9	5	62.2	152	167	"N"	"N"	536	46	14842	0.933	0.011	0.028	0.017	0.002	0	0.009	0.777777777777778	0	0	0	-0.14701680773048	-0.084890142886164	0.0252879382716049	316	0.701341176453915	-4.25809392884285	"2"
"x1055"	1055	2016	"The Impact of Different Sucrose Concentrations on Green Onion Growth"	"the impact of different sucrose concentrations on green onion growth chemical,sugar,environment,plant, organism, vegetable biochem agriculture biology"	1	1978	1	NA	"a"	"chemical,sugar,environment,plant, organism, vegetable"	"biochem"	"agriculture"	2	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"M"	"10th"	"noAward"	0	"SouthAsian"	"Asian"	4.20833333333333	0.590643274853801	171	24	"M_M"	"10_10"	"SouthAsian_SouthAsian"	"AllM"	10	"AllSouthAsian"	2	20	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	533	25.3030551686374	-85.1250714259737	"2"
"x1057"	1057	2016	"The Importance of Terminal Parts to the Deformable Parts Model (DPM)"	"the importance of terminal parts to the deformable parts model dpm math Math"	1	1983	1	NA	"a"	NA	"math"	NA	4	"Math"	0	0	0	NA	NA	NA	NA	"Computer_Science"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"F"	"10th"	"noAward"	0	"SouthAsian"	"Asian"	4.20833333333333	0.590643274853801	171	24	"F"	"10"	"SouthAsian"	"AllF"	10	"AllSouthAsian"	1	20	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	592	7.57990255776363	27.1511449878968	"4"
"x1058"	1058	2016	"The Information Space Age: Geostationary Communications Satellites"	"the information space age geo stationary communications satellites device,earth,time astronomy Engineering"	1	1984	1	NA	"a"	"device,earth,time"	"astronomy"	NA	4	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Martha's Vineyard Regional High School"	85	"South Shore Region V Science Fair"	"x02577"	"M"	"10th"	"noAward"	0	"Caucasian"	"White"	1.25	0.666666666666667	30	8	"M"	"10"	"Caucasian"	"AllM"	10	"AllWhite"	1	20	4.025	30	6	53.5	189	190	"N"	"Y"	642	72	33741	0.718	0.048	0.157	0.009	0.025	0.006	0.034	0.666666666666667	0.0333333333333333	0	0.0333333333333333	-0.414570950728257	-0.215868923018432	0.0280913333333333	809	10.5303620904034	36.3199029197808	"4"
"x1059"	1059	2016	"The Numbers Don't Lie"	"the numbers dont lie math Math"	1	2001	1	NA	"a"	NA	"math"	NA	2	"Math"	0	0	0	NA	NA	NA	NA	"Mathematics"	"Bishop Feehan High School"	17	"Rensselaer - BCC Region III Science Fair"	"x02703"	"F"	"9th"	"noAward"	0	"Caucasian"	"White"	2.33333333333333	0.657534246575342	73	10	"F"	"9"	"Caucasian"	"AllF"	9	"AllWhite"	1	20	11.8333333333334	73	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.657534246575342	0.0136986301369863	0.0684931506849315	0.123287671232877	NA	-0.337078468314062	NA	575	7.78530389294189	27.1017335179155	"4"
"x106"	106	2014	"The Effects of Global Warming on Coral Reefs"	"the effects of global warming on coral reefs marine,organism,marine,temperature, microbiology, climate environment ecology environment"	1	1906	1	NA	"a"	"marine,organism,marine,temperature, microbiology, climate"	"environment"	"ecology"	6	"environment"	0	0	0	NA	NA	NA	NA	"Environmental_Sciences"	"Braintree High School"	25	"South Shore Region V Science Fair"	"x02184"	"M"	"10th"	"Third"	0.333333333333333	"Caucasian"	"White"	0.333333333333333	0.545454545454545	11	6	"M"	"10"	"Caucasian"	"AllM"	10	"AllWhite"	1	3	0.908333333333334	11	3	80	71	76	"N"	"N"	1793	116	15103	0.708	0.052	0.046	0.178	0.001	0.001	0.013	0.545454545454545	0	0	0.454545454545455	-0.39840139543831	-0.299232910250775	0.10771841322314	117	49.3958332340097	-44.9682087336852	"1"
"x1060"	1060	2016	"The Power of Positive Reinforcement"	"the power of positive reinforcement behaviour psychology BehavioralAndSocial"	1	2013	1	NA	"a"	NA	"behaviour"	"psychology"	6	"BehavioralAndSocial"	0	0	0	NA	NA	NA	NA	"Behavioral_Science"	"Somerset Berkley Regional High School"	132	"Rensselaer - BCC Region III Science Fair"	"x02726"	"F"	"10th"	"noAward"	0	"Caucasian"	"White"	0	0.777777777777778	18	2	"F"	"10"	"Caucasian"	"AllF"	10	"AllWhite"	1	20	0.9	18	3	65.9	135	191	"N"	"Y"	1037	80	15005	0.925	0.011	0.037	0.014	0.001	0.003	0.011	0.777777777777778	0	0.0555555555555556	0.0555555555555556	-0.163907638088781	-0.22436486567542	0.0238665555555556	1998	8.97776827594126	31.1115727220748	"7"
"x1061"	1061	2016	"The Power of the Ion Engine"	"the power of the ion engine chemical,energy,energy mechanical transportation Engineering"	1	2016	1	NA	"a"	"chemical,energy,energy"	"mechanical"	"transportation"	4	"Engineering"	0	0	0	NA	NA	NA	NA	"Physics_Electronics"	"Marlborough High School"	83	"Worcester Region II Science and Engineering Fair"	"x01752"	"M"	"10th"	"noAward"	0	"Caucasian"	"White"	0	1	28	3	"M"	"10"	"Caucasian"	"AllM"	10	"AllWhite"	1	20	3.33333333333333	28	6	34	262	265	"N"	"N"	1075	100	18092	0.414	0.036	0.508	0.018	0.001	0	0.023	1	0	0	0	-0.43204155758783	0	0.60308	1060	20.9289472726984	36.8367272908043	"4"
"x1062"	1062	2016	"The Progression of Antifungal Resistance"	"the progression of anti fungal resistance chemical,infectious microbiology biology"	1	2020	1	NA	"a"	"chemical,infectious"	"microbiology"	NA	6	"biology"	0	0	1	NA	NA	NA	NA	"Biology"	"Westborough High School"	165	"Worcester Region II Science and Engineering Fair"	"x01581"	"F"	"9th"	"noAward"	0	"SouthAsian"	"Asian"	0.5	0.592592592592593	27	5	"F"	"9"	"SouthAsian"	"AllF"	9	"AllSouthAsian"	1	20	7.4	27	8	87.3	27	51	"N"	"N"	1152	90	15668	0.634	0.02	0.06	0.252	0	0.001	0.033	0.0740740740740741	0.037037037037037	0	0.592592592592593	-0.435501839273764	-0.271404881674	0.433410617283951	298	-0.309898087631263	-7.22320968599301	"2"
"x1063"	1063	2016	"The Viability of E. coli in the Chemical Environments of Local Moons"	"the viability of e.coli in the chemical environments of local moons ,moon, astronomy,chemical,organism,microbiology, bacteria biochem ecology biology"	1	2054	1	NA	"a"	",moon, astronomy,chemical,organism,microbiology, bacteria"	"biochem"	"ecology"	2	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"Medford High School"	91	"Northeastern Massachusetts Region IV Science Fair"	"x02155"	"M"	"12th"	"noAward"	0	"Caucasian"	"White"	1.33333333333333	0.25	20	6	"F_M"	"12_12"	"Asian_Caucasian"	"Mix"	12	"2"	2	20	7	20	6	46.9	217	233	"N"	"N"	1340	132	18805	0.588	0.145	0.122	0.105	0.001	0.001	0.037	0.25	0.1	0	0.6	-0.530423532408018	-0.383624247601804	0.376178	1469	39.9632697144606	-114.665010941281	"3"
"x1065"	1065	2016	"The Weather Outside is Frightful, but my Driveway is so Delightful"	"the weather outside is frightful, but my driveway is so delightful civil Engineering"	1	82	1	NA	"a"	NA	"civil"	NA	3	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Sacred Heart High School"	126	"South Shore Region V Science Fair"	"x02364"	"M"	"9th"	"noAward"	0	"Caucasian"	"White"	0	0.714285714285714	14	7	"M_M"	"9_11"	"Caucasian_Caucasian"	"AllM"	10	"AllWhite"	2	20	0.7	14	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.714285714285714	0	0	0	NA	-0.104377168341599	NA	1008	8.90694962861422	29.8774599044349	"4"
"x1067"	1067	2016	"The Wind Turbine Car Part Five"	"the wind turbine car part five device, transportation,device,energy,environment mechanical transportation Engineering"	1	2057	1	NA	"d"	"device, transportation,device,energy,environment"	"mechanical"	"transportation"	3	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Quincy High School"	120	"South Shore Region V Science Fair"	"x02169"	"M"	"11th"	"noAward"	0	"Caucasian"	"White"	0	0.4375	32	6	"M"	"11"	"Caucasian"	"AllM"	11	"AllWhite"	1	20	3.28333333333333	32	7	51.5	200	205	"N"	"N"	1517	119	15544	0.555	0.102	0.08	0.223	0.002	0.004	0.033	0.4375	0.09375	0.0625	0.34375	-0.539999733455494	-0.488123861183576	0.028761125	834	22.9946070881217	45.2068229657025	"4"
"x1068"	1068	2016	"TicTAGToe: A Game to Understand the Inner Workings of AI"	"tictagtoe a game to understand the inner workings of ai compsci, method,sports,sports compsci funda ComputerSci"	1	2062	1	NA	"a"	"compsci, method,sports,sports"	"compsci"	"funda"	3	"ComputerSci"	0	1	0	NA	NA	NA	NA	"Computer_Science"	"Somerville High School"	133	"Northeastern Massachusetts Region IV Science Fair"	"x02143"	"M"	"11th"	"noAward"	0	"Other"	NA	0	NA	71	14	"M_M"	"10_11"	"Caucasian_Other"	"AllM"	10.5	"2"	2	20	10.35	71	8	45.4	224	243	"N"	"N"	1251	120	20459	0.325	0.126	0.456	0.072	0.001	0.001	0.018	0.52112676056338	0.0704225352112676	0.0422535211267606	0.169014084507042	-0.54718040590716	-0.417209483776027	0.222152442174172	2087	-0.999012466537961	68.5202434494556	"5"
"x107"	107	2014	"How Smoke, a Pheromone-Blocking Agent, Can Affect Health of Honey Bees"	"how smoke, a pheromone blocking agent, can affect health of honey bees chemical, toxin,chemical,hormone,food,nutrition,organism, insect, agriculture, honeybee biochem agriculture biology"	1	39	1	NA	"a"	"chemical, toxin,chemical,hormone,food,nutrition,organism, insect, agriculture, honeybee"	"biochem"	"agriculture"	5	"biology"	0	0	0	NA	NA	NA	NA	"Biology"	"King Philip Regional High School"	72	"Rensselaer - BCC Region III Science Fair"	"x02093"	"M"	"11th"	"Third"	0.333333333333333	"Latino"	"Hispanic"	0.333333333333333	1	2	1	"M"	"11"	"Latino"	"AllM"	11	"AllLatino"	1	3	0.383333333333333	2	2	79.2	77	54	"N"	"N"	1295	83	14640	0.914	0.021	0.023	0.022	0	0.001	0.019	0	0	1	0	-0.180779214285269	0	1.79085	1319	-3.3383636403245	-55.5466626166721	"3"
"x1070"	1070	2016	"Twister 2"	"twister 2 weather Environment Engineering"	1	2098	1	NA	"a"	"weather"	"Environment"	NA	2	"Engineering"	0	0	0	NA	NA	NA	NA	"Earth_Space_Science"	"Westfield High School"	166	"Western Massachusetts Region I Science Fair"	"x01085"	"F"	"11th"	"noAward"	0	"Caucasian"	"White"	0.583333333333333	0.816901408450704	142	20	"F"	"11"	"Caucasian"	"AllF"	11	"AllWhite"	1	20	16.3583333333334	142	8	43.6	228	241	"N"	"Y"	1228	100	14822	0.779	0.024	0.135	0.037	0.002	0	0.02	0.816901408450704	0.00704225352112676	0.0211267605633803	0.0422535211267606	-0.333126068230082	-0.180358685742829	0.0147187960722079	69	15.4010340762039	21.5624302683692	"1"
"x1071"	1071	2016	"Two Player Trumpet"	"two player trumpet device, music, art mechanical sports Engineering"	1	2099	1	NA	"d"	"device, music, art"	"mechanical"	"sports"	2	"Engineering"	0	0	0	NA	NA	NA	NA	"Engineering"	"Lexington High School"	74	"Northeastern Massachusetts Region IV Science Fair"	"x02421"	"M"	"10th"	"noAward"	0	"Caucasian"	"White"	4.20833333333333	0.233918128654971	171	24	"M_M"	"10_10"	"Caucasian_Caucasian"	"AllM"	10	"AllWhite"	2	20	49.0583333333333	171	8	91.9	2	13	"N"	"N"	2263	177	16565	0.492	0.037	0.037	0.38	0.001	0	0.053	0.233918128654971	0.00584795321637427	0	0.590643274853801	-0.487801854054271	-0.295711048365617	0.113316291576895	781	11.699390947906	43.1269521703608	"4"
"x1073"	1073	2016	"Understanding the Feeding Dynamics of Juvenile River Herring"	"understanding the feeding dynamics of juvenile river herring baby,nutrition, food,organism,fish, marine,water, location ecology environment"	1	248	2	NA	"a"	"baby,nutrition, food,organism,fish, marine,water, location"	"ecology"	NA	4	"environment"	0	0	0	NA	NA	NA	NA	"Biology"	"Falmouth Academy"	53	"South Shore Region V Science Fair"	"x02540"	"M"	"10th"	"noAward"	0	"Caucasian"	"White"	3.29166666666667	0.690721649484536	97	14	"M"	"10"	"Caucasian"	"AllM"	10	"AllWhite"	1	20	27.6333333333333	97	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.690721649484536	0	0	0.134020618556701	NA	-0.227973849282014	NA	121	49.8507733026224	-44.6028205895414	"1"
"x1074"	1074	2016	"Using A Digital Camera to Measure Skyglow"	"using a digital camera to measure skyglow device,light electronics Engineering"	1	2116	1	NA	"m"	"device,light"	"electronics"	NA	2	"Engineering"	0	0	0	NA	NA	NA	NA	"Earth_Space_Science"	"Calvary Chapel Academy"	32	"South Shore Region V Science Fair"	"x02370"	"F"	"10th"	"noAward"	0	"Caucasian"	"White"	0	0.9375	16	5	"F_F"	"10_10"	"Caucasian_Caucasian"	"AllF"	10	"AllWhite"	2	20	1.825	16	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9375	0	0.0625	0	NA	-0.101534427291224	NA	962	11.0121936989499	39.6109597873753	"4"
